id,created_at,author_id,text,clean_text,code
1283423760012410883,2020-07-15 15:30:43+00:00,28714372,@matcha_chai Did anyone get a plate of the Minivan of Justice? Would love to ask the rental company it's from some questions,Did anyone get a plate of the Minivan of Justice? Would love to ask the rental company it's from some questions,-1
1283426598507606016,2020-07-15 15:42:00+00:00,757938218868367365,@matcha_chai It almost looks like the feds are going around picking up their undercover agents for the night. Just speculation.,It almost looks like the feds are going around picking up their undercover agents for the night. Just speculation.,-1
1283430286852751361,2020-07-15 15:56:40+00:00,1088304909680893952,@matcha_chai Their mom@called and asked that their son get home for nAp time,Their mom and asked that their son get home for nAp time,-1
1283430478201192450,2020-07-15 15:57:25+00:00,1088304909680893952,@matcha_chai “Use your words”.  What are you an elementary school teacher?,“Use your words”.  What are you an elementary school teacher?,-1
1283435735501209602,2020-07-15 16:18:19+00:00,49885691,@matcha_chai @JuniperLSimonis looks like CBP BORTAC,looks like CBP BORTAC,-1
1283436676128399361,2020-07-15 16:22:03+00:00,18312376,@matcha_chai @tradishskinbyrd Use your words....,Use your words....,-1
1283437163904991233,2020-07-15 16:23:59+00:00,18312376,"@matcha_chai @tradishskinbyrd He was/is one of the many insiders reporting on what’s being planned. 
If you think the good guys don’t know what’s going on you might be a little silly","He was/is one of the many insiders reporting on what’s being planned. 
If you think the good guys don’t know what’s going on you might be a little silly",-1
1283444036540362752,2020-07-15 16:51:18+00:00,899116466150047744,@matcha_chai And then they said it won’t be safe for you to walk down the streets because everybody knows what you deeds!!!!,And then they said it won’t be safe for you to walk down the streets because everybody knows what you deeds!!!!,-1
1283444548094562304,2020-07-15 16:53:20+00:00,2308900964,"@matcha_chai @jnmedina8989 Do you know what happened? Who was the person they arrested, who were the people arresting her, and where is she?","Do you know what happened? Who was the person they arrested, who were the people arresting her, and where is she?",-1
1283444626884448258,2020-07-15 16:53:38+00:00,759256253449338881,@matcha_chai I don’t want to sound crazy but what would Pinochet have done differently?,I don’t want to sound crazy but what would Pinochet have done differently?,-1
1283447073510232069,2020-07-15 17:03:22+00:00,106255393,"@matcha_chai Police still have to identify that they are arresting a person, otherwise touching them is battery.","Police still have to identify that they are arresting a person, otherwise touching them is battery.",-1
1283447534967558146,2020-07-15 17:05:12+00:00,1227858519526903809,@matcha_chai @FayeEcklar Where is this?,Where is this?,-1
1283455378768965633,2020-07-15 17:36:22+00:00,1100624554651762689,@matcha_chai What the hell is going on?,What the hell is going on?,-1
1283457096596492289,2020-07-15 17:43:11+00:00,1271005133078319105,@matcha_chai More @TheWarMonitor,More,-1
1283457991807827970,2020-07-15 17:46:45+00:00,1259349994634711041,"@matcha_chai A dark room a bench and a bucket of water, the terrorism label on antifa means its all legal.","A dark room a bench and a bucket of water, the terrorism label on antifa means its all legal.",-1
1283458389398433799,2020-07-15 17:48:20+00:00,871192258858500096,@matcha_chai And tossed them in the back of an unmarked dark SUV,And tossed them in the back of an unmarked dark SUV,-1
1283460313287929862,2020-07-15 17:55:58+00:00,3759011713,@matcha_chai This looks like a straight up extraction.,This looks like a straight up extraction.,-1
1283463088667152384,2020-07-15 18:07:00+00:00,827333887,"@matcha_chai Who took this video? Are there multiple sources? Does anyone have an ID of the what-appears-to-be abducted person? Was the family notified? Any ID of who or what these ""officers"" are? How do we know they aren't some rogue militia?","Who took this video? Are there multiple sources? Does anyone have an ID of the what-appears-to-be abducted person? Was the family notified? Any ID of who or what these ""officers"" are? How do we know they aren't some rogue militia?",-1
1283468981756588032,2020-07-15 18:30:25+00:00,3285710982,"@matcha_chai ""Use your words""??  People actually talk like that seriously?? :UGH:","""Use your words""??  People actually talk like that seriously?? :UGH:",-1
1283475249472909312,2020-07-15 18:55:19+00:00,940341654493507584,"@matcha_chai Remember, its really important to say your names","Remember, its really important to say your names",-1
1283476588252680192,2020-07-15 19:00:39+00:00,1278417453224087552,@matcha_chai What happened before the video started? How can you claim the arrest happened “for no reason”?,What happened before the video started? How can you claim the arrest happened “for no reason”?,-1
1283476608255504385,2020-07-15 19:00:43+00:00,1267313087763406848,@matcha_chai @PNWYLF He didnt want to give his name cause he knew he did something very very illegal and thats why they were coming to get him. Not rocket surgery here.,He didnt want to give his name cause he knew he did something very very illegal and thats why they were coming to get him. Not rocket surgery here.,-1
1283478002920067072,2020-07-15 19:06:16+00:00,1244946858205753345,@matcha_chai Hi Matcha - sending you a DM.,Hi Matcha - sending you a DM.,-1
1283480188722884608,2020-07-15 19:14:57+00:00,1270841784034160640,"@matcha_chai For anyone surprised by these tactics, ICE has been doing this to migrants for a while now. Glad youre ok","For anyone surprised by these tactics, ICE has been doing this to migrants for a while now. Glad youre ok",-1
1283480258646126592,2020-07-15 19:15:14+00:00,1197723661349707776,"@matcha_chai there are plainclothes feds in the crowds according to court documents, and they are definitely deliberately targeting ppl based off of those guys","there are plainclothes feds in the crowds according to court documents, and they are definitely deliberately targeting ppl based off of those guys",-1
1283482787467624451,2020-07-15 19:25:17+00:00,1225681141362913282,@matcha_chai @PNWYLF Bro if mfs roll up on me like this we are going for a run.,Bro if mfs roll up on me like this we are going for a run.,-1
1283484769334902784,2020-07-15 19:33:09+00:00,827333887,"@matcha_chai Thanks! Was the person arrested or charged with anything? Did they release them? Where did they take them? Any news on what type of ""officers"" these are? This whole thing is so bizarre. Could they be part of Barr's ""unmarked"" enforcer group we were seeing last couple months?","Thanks! Was the person arrested or charged with anything? Did they release them? Where did they take them? Any news on what type of ""officers"" these are? This whole thing is so bizarre. Could they be part of Barr's ""unmarked"" enforcer group we were seeing last couple months?",-1
1283486739458174977,2020-07-15 19:40:59+00:00,96084936,"@matcha_chai is this whole thing staged?   There is way too much going on here to believe, but if it is true, it's appalling on every level.","is this whole thing staged?   There is way too much going on here to believe, but if it is true, it's appalling on every level.",-1
1283487317622026240,2020-07-15 19:43:17+00:00,369871305,@matcha_chai in a fucking grand caravan w non federal plates 🤔,in a fucking grand caravan w non federal plates 🤔,-1
1283488258475921409,2020-07-15 19:47:01+00:00,2914720085,@matcha_chai Now suddenly you care bout upholding the law?,Now suddenly you care bout upholding the law?,-1
1283489094102847489,2020-07-15 19:50:20+00:00,2476399100,"@matcha_chai You all need to read up on local, state, and federal laws, and above all for the love of god, read the first ammendment.","You all need to read up on local, state, and federal laws, and above all for the love of god, read the first ammendment.",-1
1283490013402079232,2020-07-15 19:53:59+00:00,448014874,@matcha_chai They  arrested her because she was  probably destroying federal property.,They  arrested her because she was  probably destroying federal property.,-1
1283490615561314304,2020-07-15 19:56:23+00:00,441922153,@matcha_chai This is a trailer for a movie none of us want to see.  But we did see it.  It ain't movie.,This is a trailer for a movie none of us want to see.  But we did see it.  It ain't movie.,-1
1283491632600559620,2020-07-15 20:00:25+00:00,2979848405,@matcha_chai @yogaskidogs Do you think they're actually the feds? It just seems really odd,Do you think they're actually the feds? It just seems really odd,-1
1283492773526732802,2020-07-15 20:04:58+00:00,23229279,@matcha_chai Why the fuk are they in Camo? We can see you MFs!! This is some Russia type bullshit!! I guess this is where are at now?,Why the fuk are they in Camo? We can see you MFs!! This is some Russia type bullshit!! I guess this is where are at now?,-1
1283495939316092931,2020-07-15 20:17:32+00:00,53350891,@matcha_chai What were these people doing before they were approached? Just walking the streets?,What were these people doing before they were approached? Just walking the streets?,-1
1283500171943346176,2020-07-15 20:34:21+00:00,112546925,@matcha_chai Glad Portland PD is finally policing!,Glad Portland PD is finally policing!,-1
1283500250670358528,2020-07-15 20:34:40+00:00,805646017265700868,@matcha_chai What I want to know is why are police dressed like soldiers in Afghanistan?,What I want to know is why are police dressed like soldiers in Afghanistan?,-1
1283502702048219138,2020-07-15 20:44:25+00:00,1061014207947268096,"@matcha_chai You sound like a complete and utter moron btw. Just so you know, they have no reason or need to talk to you, an unindicted party.","You sound like a complete and utter moron btw. Just so you know, they have no reason or need to talk to you, an unindicted party.",-1
1283503159621689344,2020-07-15 20:46:14+00:00,972471197068865537,@matcha_chai Ah yes a 39 second video showing no context at all...,Ah yes a 39 second video showing no context at all...,-1
1283508142383431682,2020-07-15 21:06:02+00:00,1105995298629926912,@matcha_chai My guess is a undercover agent ending his tour....,My guess is a undercover agent ending his tour....,-1
1283509841307111424,2020-07-15 21:12:47+00:00,1258842824147005440,"@matcha_chai Welcome to America, Land of the Free, where you have no rights.","Welcome to America, Land of the Free, where you have no rights.",-1
1283509980478439429,2020-07-15 21:13:20+00:00,256332194,@matcha_chai This actually looks fake,This actually looks fake,-1
1283510938813919232,2020-07-15 21:17:08+00:00,23346136,@matcha_chai Thank you for recording this.,Thank you for recording this.,-1
1283511633650819077,2020-07-15 21:19:54+00:00,20339841,@matcha_chai Welcome to tRump's aMErica.,Welcome to tRump's aMErica.,-1
1283511998731489283,2020-07-15 21:21:21+00:00,926119049070866433,@matcha_chai Did you brainiacs ever stop to think it might have been an informant working for the police ? Hands were up before they were even on the sidewalk good ... arrested without a word being uttered.  Guess what pin-heads ... there’s more,Did you brainiacs ever stop to think it might have been an informant working for the police ? Hands were up before they were even on the sidewalk good ... arrested without a word being uttered.  Guess what pin-heads ... there’s more,-1
1283512770063929344,2020-07-15 21:24:25+00:00,831144213760835584,@matcha_chai They could be MP’s arresting an AWOL enlistee. The person seemed to know they were after them and went peacefully.,They could be MP’s arresting an AWOL enlistee. The person seemed to know they were after them and went peacefully.,-1
1283515596194426888,2020-07-15 21:35:39+00:00,2529226372,@matcha_chai Chilling this looked like a case of rendition...,Chilling this looked like a case of rendition...,-1
1283517889849499648,2020-07-15 21:44:46+00:00,2756109035,@matcha_chai @honker3d Have people been keeping track of what happens to the people that get taken by these unmarked vehicles? Do they turn up again?,Have people been keeping track of what happens to the people that get taken by these unmarked vehicles? Do they turn up again?,-1
1283518158339477505,2020-07-15 21:45:50+00:00,4857401979,@matcha_chai Was it baron,Was it baron,-1
1283519395126534144,2020-07-15 21:50:45+00:00,1267857615314456582,@matcha_chai @yogaskidogs When and where was this please?,When and where was this please?,-1
1283520381249191936,2020-07-15 21:54:40+00:00,2169161300,@matcha_chai This is so unnerving. People’s rights are disappearing. How can it possibly be legal to pluck people off the street?  Where are they being taken?  What did they do?  I am sick of the lack of accountability from people in power.,This is so unnerving. People’s rights are disappearing. How can it possibly be legal to pluck people off the street?  Where are they being taken?  What did they do?  I am sick of the lack of accountability from people in power.,-1
1283522779556577281,2020-07-15 22:04:12+00:00,2302586047,"@matcha_chai @benFranklin2018 The 4th amendment was killed with the Patriot Act.

Americans are no longer protected from unlawful search and seizure and can be held indefinitely without being charged with a crime.","The 4th amendment was killed with the Patriot Act.

Americans are no longer protected from unlawful search and seizure and can be held indefinitely without being charged with a crime.",-1
1283522999824654342,2020-07-15 22:05:04+00:00,1255302918,"@matcha_chai US Federal Marshal attempt illegal snatch &amp; grab arrest tactic. Soon as they seen they are on camera they run off FAST! They know what they are doing is illegal &amp; shouldn't be caught on film.

https://t.co/2jP6vaCysZ","US Federal Marshal attempt illegal snatch & grab arrest tactic. Soon as they seen they are on camera they run off FAST! They know what they are doing is illegal & shouldn't be caught on film.

https://t.co/2jP6vaCysZ",-1
1283526327430045697,2020-07-15 22:18:17+00:00,24944635,@matcha_chai No license plate? In the future free countries will use us as the example of totalitarian societies in the 21st t. https://t.co/1cprZVj7fO,No license plate? In the future free countries will use us as the example of totalitarian societies in the 21st t. https://t.co/1cprZVj7fO,-1
1283526935151366145,2020-07-15 22:20:42+00:00,428540419,"@matcha_chai Did you know this person personally, this just kind of seems like the scene of an undercover person being evacuated. Or they are just straight operating targeted kidnaps.","Did you know this person personally, this just kind of seems like the scene of an undercover person being evacuated. Or they are just straight operating targeted kidnaps.",-1
1283527275577659392,2020-07-15 22:22:03+00:00,24944635,@matcha_chai OK. Here's one. I mean if these guys don't identify themselves what authority do they have? Their guns? Do we really all arm ourselves now? https://t.co/rzXFnnCajw,OK. Here's one. I mean if these guys don't identify themselves what authority do they have? Their guns? Do we really all arm ourselves now? https://t.co/rzXFnnCajw,-1
1283531342882447360,2020-07-15 22:38:13+00:00,27916200,@matcha_chai Sucks to be you,Sucks to be you,-1
1283532302195159040,2020-07-15 22:42:02+00:00,1193374671627882496,"@matcha_chai First of all, everyone down there was told 20-30 times to get out. Number two, When the military tells you to stop, you stop. The level of denial of Violence is Garbage. NO ONE gets arrested for no reason.  You need to lay off the Lies","First of all, everyone down there was told 20-30 times to get out. Number two, When the military tells you to stop, you stop. The level of denial of Violence is Garbage. NO ONE gets arrested for no reason.  You need to lay off the Lies",-1
1283534051618328577,2020-07-15 22:48:59+00:00,1265365774803144704,@matcha_chai are they even police? Could be kidnapping.,are they even police? Could be kidnapping.,-1
1283538034156347395,2020-07-15 23:04:48+00:00,42696129,@matcha_chai Should’ve slashed their tires!!,Should’ve slashed their tires!!,-1
1283538430287384578,2020-07-15 23:06:23+00:00,42696129,@matcha_chai That is straight up kidnapping!!,That is straight up kidnapping!!,-1
1283542645952962565,2020-07-15 23:23:08+00:00,56723572,@matcha_chai @HalflingCaravan No reason? and dress like a terrorist???? don´t years playing counter strike means nothing? if he have nothing to hide no reason to run from justice.,No reason? and dress like a terrorist???? don´t years playing counter strike means nothing? if he have nothing to hide no reason to run from justice.,-1
1283546543451037697,2020-07-15 23:38:37+00:00,29067265,"@matcha_chai Sorry... not sure I am buying this... the guy put his hands behind his back, but they never used cuffs or zip ties. They didn't even give the guy any instructions and yet he put his hands behind his back and went quietly? Just seems odd.","Sorry... not sure I am buying this... the guy put his hands behind his back, but they never used cuffs or zip ties. They didn't even give the guy any instructions and yet he put his hands behind his back and went quietly? Just seems odd.",-1
1283553318229495809,2020-07-16 00:05:32+00:00,2739446098,@matcha_chai Wow next they will send in black helicopters,Wow next they will send in black helicopters,-1
1283556353584267265,2020-07-16 00:17:36+00:00,198527331,@matcha_chai Was that an arrest or an undercover getting pulled in for a debrief?,Was that an arrest or an undercover getting pulled in for a debrief?,-1
1283556875192025088,2020-07-16 00:19:41+00:00,355740000,@matcha_chai Obviously they had a reason.,Obviously they had a reason.,-1
1283563554096873473,2020-07-16 00:46:13+00:00,4750820924,@matcha_chai No reason ? Lol. Now that’s funny,No reason ? Lol. Now that’s funny,-1
1283565097957433344,2020-07-16 00:52:21+00:00,1275257849506140161,"@matcha_chai I'm calling it now ...
this SMELLS of PSYOP

The person being 'kidnapped'
remains silent when asked to give ...
their name

This smells more of a STAGED extraction
done purely for SHOCK VALUE

If this was a real protestor ...
why didn't he give his name on camera?","I'm calling it now ...
this SMELLS of PSYOP

The person being 'kidnapped'
remains silent when asked to give ...
their name

This smells more of a STAGED extraction
done purely for SHOCK VALUE

If this was a real protestor ...
why didn't he give his name on camera?",-1
1283567007930056704,2020-07-16 00:59:56+00:00,1158571111627423744,@matcha_chai So kidnapping is legal so long as you are in law enforcement.,So kidnapping is legal so long as you are in law enforcement.,-1
1283567704373293057,2020-07-16 01:02:42+00:00,786077476959248385,@matcha_chai Use your words...”mommy”,Use your words...”mommy”,-1
1283573759174078464,2020-07-16 01:26:46+00:00,812483527111413760,"@matcha_chai Use your words. Mon Dieu. Flunked English, Speech and Debate classes. Uneducated morons... ☹️","Use your words. Mon Dieu. Flunked English, Speech and Debate classes. Uneducated morons... ☹️",-1
1283584025626505216,2020-07-16 02:07:34+00:00,726518562173624320,@matcha_chai Im sorry this Look's fake.,Im sorry this Look's fake.,-1
1283587530684858370,2020-07-16 02:21:29+00:00,885872553662664705,@matcha_chai @yogaskidogs do you have any better angles of the patches on their shoulders,do you have any better angles of the patches on their shoulders,-1
1283597659752849408,2020-07-16 03:01:44+00:00,776584103487348736,"@matcha_chai yeah, nothing at all happened before the video starts. Nothing to see, pay NO attention to the man behind the curtain! lol, you communists are a joke.","yeah, nothing at all happened before the video starts. Nothing to see, pay NO attention to the man behind the curtain! lol, you communists are a joke.",-1
1283604730674126852,2020-07-16 03:29:50+00:00,809832169677864960,@matcha_chai @JamesLeonis Maybe they were pulling one of their own out.,Maybe they were pulling one of their own out.,-1
1283608737702465536,2020-07-16 03:45:46+00:00,1282821175496892421,"@matcha_chai Hi gotta ask two questions; 1) since when do federal officer where clothing that says “police”, don’t they have their agency acronym on them instead? 2) given that you didn’t know this person and how easily give up to these alleged officers, you sure this wasted stage for you?","Hi gotta ask two questions; 1) since when do federal officer where clothing that says “police”, don’t they have their agency acronym on them instead? 2) given that you didn’t know this person and how easily give up to these alleged officers, you sure this wasted stage for you?",-1
1283611021429673987,2020-07-16 03:54:50+00:00,108594651,@matcha_chai @betsystansell This doesn't look real.  It looks like bad acting.,This doesn't look real.  It looks like bad acting.,-1
1283611306646536197,2020-07-16 03:55:58+00:00,108594651,@matcha_chai @betsystansell It is not believable.  The person arrested was white.  Now if the person was of color and they almost brutally killed him or her then it would be believable.,It is not believable.  The person arrested was white.  Now if the person was of color and they almost brutally killed him or her then it would be believable.,-1
1283613201859358723,2020-07-16 04:03:30+00:00,1281307726472032257,@matcha_chai That's their job!! The real world!,That's their job!! The real world!,-1
1283620724809306112,2020-07-16 04:33:23+00:00,3461030729,@matcha_chai Why are they dressed for Desert Storm?,Why are they dressed for Desert Storm?,-1
1283629267771781121,2020-07-16 05:07:20+00:00,814966575161810945,@matcha_chai No reason? Are you sure? Were they arrested?  Were they a federal agent plant safely retrieved? #ThesePeopleAreStupid,No reason? Are you sure? Were they arrested?  Were they a federal agent plant safely retrieved? #ThesePeopleAreStupid,-1
1283630947972321280,2020-07-16 05:14:01+00:00,1247873534,@matcha_chai Looks staged.,Looks staged.,-1
1283631513293078528,2020-07-16 05:16:16+00:00,2746665824,@matcha_chai @Itsmackin Lol yea I bet he didn’t do nothing,Lol yea I bet he didn’t do nothing,-1
1283636496684052481,2020-07-16 05:36:04+00:00,932361473396916224,@matcha_chai Hey @portlandmercury how is this okay?,Hey  how is this okay?,-1
1283639589274636288,2020-07-16 05:48:21+00:00,1153241406305124352,@matcha_chai They obviously had an outstanding warrant &amp; it was served,They obviously had an outstanding warrant & it was served,-1
1283649930804867072,2020-07-16 06:29:27+00:00,736266952289570817,"@matcha_chai wow, no reason, this will prove to be quite the scandal then.  Do we know the name of the person taken into custody?","wow, no reason, this will prove to be quite the scandal then.  Do we know the name of the person taken into custody?",-1
1283651373968625664,2020-07-16 06:35:11+00:00,18700716,@matcha_chai @yogaskidogs I’m glad you’re OK. Can’t believe what’s going on.,I’m glad you’re OK. Can’t believe what’s going on.,-1
1283654985692196865,2020-07-16 06:49:32+00:00,279359839,@matcha_chai Glad to see these thugs being arrested.,Glad to see these thugs being arrested.,-1
1283656027695493122,2020-07-16 06:53:40+00:00,375414500,"@matcha_chai @TaePhoenix Where are these folks being arrested by the Feds being held? Are they being afforded due process?
@StanleyCohenLaw Have you seen what is going on in Portland, OR?","Where are these folks being arrested by the Feds being held? Are they being afforded due process?
 Have you seen what is going on in Portland, OR?",-1
1283661743332315141,2020-07-16 07:16:23+00:00,69521125,@matcha_chai @randybias That appears to be a kidnapping. I didn't hear them identify themselves or state that he was under arrest but maybe they were quiet which seems unlikely,That appears to be a kidnapping. I didn't hear them identify themselves or state that he was under arrest but maybe they were quiet which seems unlikely,-1
1283662736509947904,2020-07-16 07:20:20+00:00,1282797748434227200,"@matcha_chai @PNWYLF This is highly sus, like yeah they're snatching people but it doesn't go down all calm like that. They got out on the other end of the intersection and approached slowly, no weapons drawn... if they coming for you at least make them work for it?","This is highly sus, like yeah they're snatching people but it doesn't go down all calm like that. They got out on the other end of the intersection and approached slowly, no weapons drawn... if they coming for you at least make them work for it?",-1
1283678235876827136,2020-07-16 08:21:55+00:00,1277963014440771585,@matcha_chai Fake and gay,Fake and gay,-1
1283680046776029184,2020-07-16 08:29:07+00:00,2381234624,@matcha_chai Where is this at? Crazy stuff,Where is this at? Crazy stuff,-1
1283692004833198080,2020-07-16 09:16:38+00:00,367762472,@matcha_chai No reason. 😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣,No reason. 😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣,-1
1283701493288153089,2020-07-16 09:54:20+00:00,20123700,@matcha_chai @logonorblastoff Kidnapped*,Kidnapped*,-1
1283702054704185346,2020-07-16 09:56:34+00:00,1269848714593497089,"@matcha_chai These are Feds. They do not have to tell you anything.  If they have given instructions to clear an area, then anyone who does not is treated as hostile.  This is a fact.  This is how they are trained, and how they have always been trained.","These are Feds. They do not have to tell you anything.  If they have given instructions to clear an area, then anyone who does not is treated as hostile.  This is a fact.  This is how they are trained, and how they have always been trained.",-1
1283703949237776384,2020-07-16 10:04:06+00:00,1206075203731673088,@matcha_chai If I see unidentified militarized people trying to seize people into an unmarked van with zero indications that they are law enforcement... This is an arrest I would resist and encourage others to resist because there's no way in hell to verify they're actually LEOs.,If I see unidentified militarized people trying to seize people into an unmarked van with zero indications that they are law enforcement... This is an arrest I would resist and encourage others to resist because there's no way in hell to verify they're actually LEOs.,-1
1283719257998667776,2020-07-16 11:04:56+00:00,1244225226772303872,@matcha_chai @EMTPromises There is alot we don't know here,There is alot we don't know here,-1
1283751725241896960,2020-07-16 13:13:56+00:00,819514648521297920,@matcha_chai @MNateShyamalan How do we know they are federal officers?,How do we know they are federal officers?,-1
1283755111848665088,2020-07-16 13:27:24+00:00,15600217,@matcha_chai No reason?  Federal officers? That is really an assumption.  Maybe that dude killed one of his comrade's dog and they are just giving him a ride to kick his ass.   - I can make up stories too!,No reason?  Federal officers? That is really an assumption.  Maybe that dude killed one of his comrade's dog and they are just giving him a ride to kick his ass.   - I can make up stories too!,-1
1283760628323106817,2020-07-16 13:49:19+00:00,770046663926902784,@matcha_chai WTF?????? Where Is the governor??????? @ACLU @ACLU @MSNBC @maddow @WhenWeAllVote @votolatino @washingtonpost @latimes @Lawrence @nytimes @washingtonpost @Alyssa_Milano @ananavarro @Lawrence @BBCWorld,WTF?????? Where Is the governor???????,-1
1283764357080309761,2020-07-16 14:04:08+00:00,1199180003008630784,@matcha_chai Just pulling out their undercovers! The clock is ticking. They have plans and I certainly wouldn't sleep soundly during the day. Good Luck. Federal charges are different that dealing with local PD and prosecutors.,Just pulling out their undercovers! The clock is ticking. They have plans and I certainly wouldn't sleep soundly during the day. Good Luck. Federal charges are different that dealing with local PD and prosecutors.,-1
1283767045461610498,2020-07-16 14:14:49+00:00,1568151678,@matcha_chai @PatrickECooley How long before militia types try this and people show up in trees and gutters?,How long before militia types try this and people show up in trees and gutters?,-1
1283774995592773632,2020-07-16 14:46:24+00:00,42810480,@matcha_chai This way it makes it harder for you guys to see the vehicles you want to burn in advance. You can see marked cars well in advance and plan your destruction. Pretty smart of them.,This way it makes it harder for you guys to see the vehicles you want to burn in advance. You can see marked cars well in advance and plan your destruction. Pretty smart of them.,-1
1283777217919455232,2020-07-16 14:55:14+00:00,1267875472496455680,"@matcha_chai thats not arrest, no rights were read no idefecations made, thats kidnapping, rendition shit. and that is a citezen. and who the fuck are the nrown shirts?","thats not arrest, no rights were read no idefecations made, thats kidnapping, rendition shit. and that is a citezen. and who the fuck are the nrown shirts?",-1
1283777911657385984,2020-07-16 14:58:00+00:00,1267875472496455680,"@matcha_chai @repblumenauer @RepPeterDeFazio @repblumenauer @OregonGovBrown it thos ok with yoy? do something to protect your people. from the Gestapo.  or do we the people need to do something to protect ourselves? have we reached that point? the constitution seems to be suspended, so.....","it thos ok with yoy? do something to protect your people. from the Gestapo.  or do we the people need to do something to protect ourselves? have we reached that point? the constitution seems to be suspended, so.....",-1
1283781825631006721,2020-07-16 15:13:33+00:00,2983061457,@matcha_chai This is a poor quality fake. Officer Bootyshakewalk on the right is no police officer.,This is a poor quality fake. Officer Bootyshakewalk on the right is no police officer.,-1
1283784712108929024,2020-07-16 15:25:01+00:00,1233776774615453696,@matcha_chai Looks like they picked up a fellow officer honestly. Little shit was a “red” (agitator) probably.,Looks like they picked up a fellow officer honestly. Little shit was a “red” (agitator) probably.,-1
